id_vehiculo;codigbus;matricul;fechamat;matriculacion_planner;edad;numempre;nomempre;bastidor;capacidad;paxdepie;paxsentados;paxpmr;plat_pmr;WC;autoport;marca;modelo;carrocero;categoria;clase;longitud;numcv;tara;cilindrada;potencia;nvl_emisiones;escolar;tipo;subtipo;uso;tall_kilom;tal_feckm;totkilom;activo;dns_vehiculo;dispositivo;combustible
126;I011;NAVEONTEN;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
127;I012;SOLARTRIA;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
128;I015;GARAJEQUA;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
129;I014;SOLAROMAR;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
130;I016;SOLARFREN;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
131;I017;LOCALQUAR;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
132;I018;CAMPASEGO;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
133;I022;AV.MEDITER;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
134;I021;NAVESEGOR;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
135;I023;C/VALENCIA;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
136;I024;CTRA.SAGUN;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
137;I025;NAVECHIVA;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
138;I026;R.CAJAL,17;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
139;I028;R.CAJAL,1;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
140;I029;NAVEINDUS;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
141;I030;R.YCAJAL1;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
142;I033;R.YCAJAL,;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
143;I050;;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
144;I053;;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
145;I056;AV.MEDIT(C;0001-01-01;;;17;INTERCAVE;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
146;IBE0;IBE97,S.;0001-01-01;;;15;IBE-97 SL;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
147;J264;4242CFV;2003-03-13;2003-03-13;19;8;HOSOJU;ZGA7B2S000E000496;40;0;40;0;Si;No;No;IVECO;DCR;OBRADORS;;II;12.00;;13575;12116;317;;No;Discrecional;Normal;;995336;2017-12-22 00:00:00;1859308;1;transvia;480 top;Diésel
148;J266;6843CSY;2004-03-10;2004-03-10;18;8;HOSOJU;YS2K4X20001846966;55;0;55;0;;No;No;SCANIA;ATLANTIS;AYATS;;II;12.85;;13280;10640;280;;Si;Discrecional;Normal;;1097443;2017-12-27 00:00:00;2163544;1;transvia;480 top;Diésel
149;J268;5511DFG;2005-01-04;2005-01-04;17;8;HOSOJU;VS917VC292A031385;25;0;25;0;;No;No;MAN;PLATINUM;AYATS;;B;8.07;;7714;4580;125;;Si;Discrecional;Midibus;;471092;2017-12-19 00:00:00;1481495;1;transvia;;Diésel
150;J269;3813DXH;2006-03-16;2006-03-16;16;8;HOSOJU;YS2K4X20001849762;50;0;50;0;;No;No;SCANIA;ATLANTIS;AYATS;;III;12.00;;13400;10640;280;;Si;Discrecional;Normal;;1122212;2020-02-12 00:00:00;2020199;1;transvia;480 top;Diésel
151;J288;6407FPC;2007-05-07;2007-05-07;15;8;HOSOJU;WMAL53ZZ46Y173731;35;0;35;0;Si;No;No;MAN;DEXON;STACO;;III;9.46;;8045;6871;162;;Si;Discrecional;Midibus;;824316;2017-12-11 00:00:00;2909492;1;transvia;480 top;Diésel
152;J289;8569FXC;2007-11-06;2007-11-06;15;8;HOSOJU;WDB9702571L229002;22;0;22;0;Si;No;No;MERCEDES BENZ;GÓNGORA;ANDECAR;;III;9.23;;9060;6374;175;;Si;Discrecional;Midibus;;585646;2017-12-20 00:00:00;2633306;1;transvia;480 top;Diésel
153;J307;7543HXF;2014-05-15;2014-05-15;8;8;HOSOJU;WMARR4ZZ3EC019477;71;0;71;0;No;No;No;MAN;i6 15.37;IRIZAR;M3;III;14.98;;17121;12419;353;EURO VI B;Si;Discrecional;Normal;;324738;2017-12-14 00:00:00;2386827;1;transvia;560;Diésel
154;J326;6881JWR;2017-02-07;2017-02-07;5;8;HOSOJU;WEB63440211000843;53;0;53;0;;No;No;MERCEDES BENZ;i6 13.37;IRIZAR;M3;III;12.92;;14594;10677;315;EURO VI;Si;Discrecional;Normal;;56054;2017-12-04 00:00:00;2151109;1;transvia;560;Diésel
155;J342;2616KPS;2018-10-01;2018-10-01;4;8;HOSOJU;WEB63440211701596;55;0;55;0;No;No;No;MERCEDES BENZ;i6 13.37;IRIZAR;M3;III;12.92;;14518;10677;315;EURO VI C;Si;Discrecional;Normal;;112536;2020-03-13 00:00:00;7118;1;transvia;560;Diésel
156;J351;4078CVX;2004-05-11;2004-05-11;18;8;HOSOJU;WEB63420011000224;54;0;54;0;Si;No;No;MERCEDES BENZ;TOURING II;NOGE;;III;12.85;;13540;11967;310;;Si;Discrecional;Normal;DISCRECIONAL;240962;2020-03-11 00:00:00;328576;1;transvia;480 top;Diésel
157;J356;7401LBW;2019-10-18;2019-10-18;3;8;HOSOJU;LA6A1EAK8JB109137;39;0;39;0;Si;No;Si;CUMMINS;C10;KING LONG;M3;III;9.90;;11300;6700;233;EURO VI C;Si;Discrecional;Midibus;DISCRECIONAL;36357;2020-03-11 00:00:00;248167;1;transvia;480 top;Diésel
158;UAGR;AGREGADOS;;;;3;Viajes Transvia;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;SIN ASIGNAR;;USO GENERAL;;;0;1;transvia;;
159;Q001;MU03693R;1990-07-11;1990-07-11;32;2;Transvia;VS9RE1000LF040593;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;REMOLQUE;;USO GENERAL;0;2016-01-25 00:00:00;0;1;transvia;;
160;Q002;MU03959R;1991-03-15;1991-03-15;31;2;Transvia;VS9RE1000LF040589;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;;REMOLQUE;;USO GENERAL;0;2016-01-25 00:00:00;0;1;transvia;;
161;R033;1676GRZ;2009-11-27;2009-11-27;13;2;Transvia;YV1MW76E292496004;5;;5;;;;;VOLVO;V 50;;;;;;;;;;;TURISMO;;;155150;2017-04-06 00:00:00;212510;1;transvia;;
162;R047;3128HLV;2012-07-30;2012-07-30;10;2;Transvia;YV1MK84F1C2286740;5;;5;;;;;VOLVO;C 30;;;;;;;;;;;TURISMO;;;;;73735;1;transvia;;
163;R061;5923GWN;2006-12-12;2006-12-12;16;2;Transvia;WDF63970513295752;9;;8;;;;;MERCEDES BENZ;VITO 115 CDI;;;;;;;;;;;TURISMO;;;681042;2017-10-30 00:00:00;1703200;1;transvia;;
164;R062;6078JKK;2015-11-30;2015-11-30;7;2;Transvia;YV1MV7481G2309467;5;;5;;;;;VOLVO;V 40;;;;;;;;;;;TURISMO;;;120577;2019-12-19 00:00:00;91672;1;transvia;;
165;R065;4320JLT;2016-02-11;2016-02-11;6;2;Transvia;YV1FZARCDG1015817;5;;5;;;;;VOLVO;V 60 CROSS COUNTRY;;;;;;;;;;;TURISMO;;;;;59702;1;transvia;;
166;R069;3851JVH;2016-12-01;2016-12-01;6;2;Transvia;YV1FW7481H1348199;;;;;;;;VOLVO;V 60;;;;;;;;;;;TURISMO;;;;;61300;1;transvia;;
167;R070;3855JVH;2016-12-01;2016-12-01;6;2;Transvia;YV1FW7481H1349133;;;;;;;;VOLVO;V 60;;;;;;;;;;;TURISMO;;;;;34116;1;transvia;;
168;R072;9220JXH;2017-03-07;2017-03-07;5;2;Transvia;WDB9066331P238470;;;;;;;;;;;;;;;;;;;;AMBULANCIA;;;18345;2017-12-21 00:00:00;46458;1;transvia;;
169;R073;4162JXJ;2017-03-08;2017-03-08;5;2;Transvia;WDB9066331P305796;;;;;;;;;;;;;;;;;;;;AMBULANCIA;;;32300;2017-11-30 00:00:00;84379;1;transvia;;
170;R074;4192JXJ;2017-03-08;2017-03-08;5;2;Transvia;WDB9066331P305797;;;;;;;;;;;;;;;;;;;;AMBULANCIA;;;15729;2017-12-27 00:00:00;37047;1;transvia;;
171;R075;4214JXJ;2017-03-08;2017-03-08;5;2;Transvia;WDB9066331P238469;;;;;;;;;;;;;;;;;;;;AMBULANCIA;;;29826;2017-12-28 00:00:00;63400;1;transvia;;
172;R076;6150HCN;2011-03-30;2011-03-30;11;2;Transvia;YV1FW7056B1019511;;;;;;;;VOLVO;V 60;;;;;;;;;;;TURISMO;;;500;2019-03-15 00:00:00;0;1;transvia;;
173;R077;6303HHP;2011-12-27;2011-12-27;11;2;Transvia;YV1BZ7056B1114737;;;;;;;;VOLVO;XC 70;;;;;;;;;;;TURISMO;;;;;256964;1;transvia;;
174;R080;8342KMR;2018-07-09;2018-07-09;4;2;Transvia;WDB9066331P608658;;;;;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA;;;11302;2019-12-16 00:00:00;51224;1;transvia;;
175;R081;0739KMS;2018-07-10;2018-07-10;4;2;Transvia;WDB9066331P607224;;;;;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA;;;49511;2020-03-12 00:00:00;3327;1;transvia;;
176;R082;0890KMS;2018-07-10;2018-07-10;4;2;Transvia;WDB9066331P607225;;;;;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA;;;29963;2020-03-08 00:00:00;117;1;transvia;;
177;R083;0963KMS;2018-07-10;2018-07-10;4;2;Transvia;WDB9066331P607227;;;;;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA;;;40699;2020-02-15 00:00:00;5711;1;transvia;;
178;R084;0985KMS;2018-07-10;2018-07-10;4;2;Transvia;WDB9066331P607228;;;;;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA;;;108207;2020-03-13 00:00:00;3867;1;transvia;;
179;T556;7498KNM;2018-08-07;2018-08-07;4;2;Transvia;WF0AXXWPMAHC85372;;;;;;;;FORD;KUGA;;;;;;;;;;;TURISMO;;;945000;2019-05-31 00:00:00;56892;1;transvia;;
180;R087;3130KWS;2019-04-30;2019-04-30;3;2;Transvia;6FPPXXMJ2PJM07558;;;;;;;;FORD;RANGER;;;;;;;;;;;FURGON;;DISCRECIONAL;;;10959;1;transvia;;
181;ER088;2900KGF;2017-12-21;2017-12-21;5;10;Autos Diamond;WV2ZZZ7HZJH019892;;;;;;;;VOLKSWAGEN;MULTIVAN;;;;;;;;;;;;;VTC;148628;2020-03-10 00:00:00;260178;1;transvia;;
182;R089;2830LCZ;2019-12-04;2019-12-04;3;2;Transvia;WMA29VUZ7K9006657;;;;;;;;;;;;;;;;;;;;FURGONETA;;;;;1515;1;transvia;;
183;R090;6911LDP;2019-12-30;2019-12-30;3;2;Transvia;WF0AXXWPMAKU80199;;;;;;;;FORD;KUGA;;;;;;;;;;;TURISMO;;DISCRECIONAL;;;39031;1;transvia;;
184;R512;V6223FN;1997-02-13;1997-02-13;25;2;Transvia;2877AA1996290296;5;0;0;0;;;;;;;;;;;;;;;;TURISMO;;USO GENERAL;107859;2016-02-19 00:00:00;33565;1;transvia;;
185;ER636;1255GWW;2010-06-02;2010-06-02;12;10;Autos Diamond;WDF63970313159923;9;;9;;;;;MERCEDES BENZ;VITO 115 CDI;;;;;;;;;;;TURISMO;;VTC;590130;2020-02-28 00:00:00;548400;1;transvia;;
186;ER643;0521JMX;2016-03-31;2016-03-31;6;10;Autos Diamond;WF0EXXWPCEFJ72946;5;;4;;;;;FORD;MONDEO BA7;;;;;;;;;;;TURISMO;;VTC;369566;2020-03-02 00:00:00;1252473;1;transvia;;
187;ER644;4140JPL;2016-06-02;2016-06-02;6;10;Autos Diamond;WF0EXXWPCEFJ00076;5;;4;;;;;FORD;MONDEO BA7;;;;;;;;;;;TURISMO;;VTC;427810;2020-03-03 00:00:00;2291832;1;transvia;;
188;ER645;4280JPL;2016-06-02;2016-06-02;6;10;Autos Diamond;WF0EXXWPCEFJ00073;5;;5;;;;;FORD;MONDEO BA7;;;;;;;;;;;TURISMO;;VTC;353167;2020-03-13 00:00:00;172203;1;transvia;;
189;ER649;4840JXT;2017-03-27;2017-03-27;5;10;Autos Diamond;WF0EXXWPCEGS31413;5;;4;;;;;FORD;MONDEO BA7;;;;;;;;;;;TURISMO;;VTC;293951;2019-10-08 00:00:00;207734;1;transvia;;
190;ER654;7514KBM;2017-07-03;2017-07-03;5;10;Autos Diamond;WDF44781513302149;6;;6;;;;;MERCEDES BENZ;V 250 D;;;;;;;;;;;TURISMO;;VTC;121620;2020-01-24 00:00:00;1059413;1;transvia;;
191;ER655;8532KBM;2017-07-03;2017-07-03;5;10;Autos Diamond;WDF44781513304600;7;;7;;;;;MERCEDES BENZ;V 250 D;;;;;;;;;;;TURISMO;;VTC;128645;2020-03-13 00:00:00;2069412;1;transvia;;
192;ER664;0653KDG;2017-09-27;2017-09-27;5;10;Autos Diamond;YV1PSA8BDH1018748;5;;5;;;;;VOLVO;S 90;;;;;;;;;;;TURISMO;;VTC;302743;2020-03-11 00:00:00;2126172;1;transvia;;
193;ER665;6204KGK;2017-12-28;2017-12-28;5;10;Autos Diamond;LVYPSA8BDJP034825;5;;5;;;;;VOLVO;S 90;;;;;;;;;;;TURISMO;;VTC;225941;2020-03-05 00:00:00;2060926;1;transvia;;
194;ER667;8471JSN;2016-09-09;2016-09-09;6;10;Autos Diamond;WF03XXTTG3GC75415;9;;9;;;;;FORD;TOURNEO CUSTOM;;;;;;;;;;;TURISMO;;VTC;159611;2020-03-11 00:00:00;88171;1;transvia;;
195;ER674;2048KLL;2018-05-31;2018-05-31;4;10;Autos Diamond;YV1FS79C0J2465383;5;;5;;;;;VOLVO;S 60;;;;;;;;;;;TURISMO;;VTC;181447;2020-02-10 00:00:00;6584;1;transvia;;
196;ER682;2471KKN;2018-04-30;2018-04-30;4;10;Autos Diamond;WF0DXXWPCHJS53394;5;;5;;;;;FORD;MONDEO HIBRIDO;;;;;;;;;;;TURISMO;;DISCRECIONAL;35100;2020-01-30 00:00:00;242264;1;transvia;480 top;
197;T101;V4534BK;1984-04-05;1984-04-05;38;2;Transvia;VS9215HDOD1001044;56;0;0;0;;;;;;;;;;;;;;;;NORMAL;;USO GENERAL;351380;2007-03-13 00:00:00;353068;1;transvia;;
198;T173;V6296FB;1995-06-28;1995-06-28;27;2;Transvia;YS4KC4X2B01824331;52;0;51;0;;;;SCANIA;SIN ASIGNAR;;;;;;;;;;;NORMAL;50 Plazas;USO GENERAL;1542000;2015-06-09 00:00:00;542895;1;transvia;;
199;T206;58W3217;;;;2;Transvia;;0;0;0;0;;;;;;;;;;;;;;;;SIN ASIGNAR;;;;;0;1;transvia;;
200;T227;8460CGZ;2003-04-25;2003-04-25;19;2;Transvia;WEB63416011000270;38;0;38;0;Si;No;No;MERCEDES BENZ;TOURING;NOGE;;II;12.85;;13690;11967;310;;No;Discrecional;Normal;;1008904;2017-11-09 00:00:00;2056549;1;transvia;480 top;Diésel
201;T229;2008CLF;2003-08-01;2003-08-01;19;2;Transvia;WFOAXXGBFA2R74541;16;0;16;0;;;;FORD;SIN ASIGNAR;;;;;;;;;;;MICROBUS;Micro 16  Plazas;;798280;2017-09-06 00:00:00;798280;1;transvia;;
202;T252;1439FLH;2007-02-14;2007-02-14;15;2;Transvia;ZGA7B2P000E003146;27;0;17;10;Si;No;No;IVECO;DIVO II INTERCITY;TATA HISPANO;;III;12.80;;12864;7790;259;;Si;Discrecional;Normal;;603443;2017-12-26 00:00:00;1605806;1;transvia;480 top;Diésel
203;T259;0681FZB;2008-01-04;2008-01-04;14;2;Transvia;YS2K4X20001858829;55;0;55;0;;No;No;SCANIA;TITANIUM;NOGE;;III;12.92;;13465;11705;279;EURO IV;Si;Discrecional;Normal;;874212;2017-12-13 00:00:00;961923;1;transvia;480 top;Diésel
204;T272;0614GBG;2008-02-22;2008-02-22;14;2;Transvia;WMAR08ZZ27T010791;61;0;61;0;;Si;Si;MAN;LION' S TOP COACH;MAN;;III;13.80;;14975;10518;324;;Si;Discrecional;Normal;;794992;2017-12-21 00:00:00;2846231;1;transvia;480 top;Diésel
205;T276;5009GLX;2009-04-23;2009-04-23;13;2;Transvia;NLTHNJ45L01000312;35;0;35;0;;No;No;MAN;OPALIN;TEMSA;;III;8.39;;8260;6871;176;;Si;Discrecional;Midibus;;711689;2017-11-13 00:00:00;2790522;1;transvia;480 top;Diésel
206;T286;4646GRL;2009-10-30;2009-10-30;13;2;Transvia;WEB63203613249323;53;0;53;0;;No;Si;MERCEDES BENZ;TOURISMO RHD;MERCEDES BENZ;;III;12.14;;12730;11967;300;;Si;Discrecional;Normal;;684032;2017-12-27 00:00:00;2755926;1;transvia;480 top;Diésel
207;T297;5548GDW;2008-05-26;2008-05-26;14;2;Transvia;ZGA690M000E000801;43;0;43;0;;No;No;IVECO;MIDI STAR;BEULAS;;III;10.31;;10550;5880;220;;Si;Discrecional;Midibus;;606192;2017-12-29 00:00:00;2666114;1;transvia;480 top;Diésel
208;T298;3621GDY;2008-05-28;2008-05-28;14;2;Transvia;ZGA690M000E000802;43;0;43;0;;No;No;IVECO;MIDI STAR;BEULAS;;III;10.31;;10550;5880;220;;Si;Discrecional;Midibus;;663764;2017-12-30 00:00:00;2735448;1;transvia;480 top;Diésel
209;T300;1419HNV;2013-02-06;2013-02-06;9;2;Transvia;YV3T2P424DA159343;55;0;55;0;;No;No;VOLVO;SC7;SUSUNDEGUI;M3;III;13.13;;13904;12777;315;EURO V;Si;Discrecional;Normal;;384205;2017-12-19 00:00:00;2575266;1;transvia;560;Diésel
210;T301;0071HPR;2013-04-09;2013-04-09;9;2;Transvia;YV3T2P426DA159344;55;0;55;0;;No;No;VOLVO;SC7;SUSUNDEGUI;M3;III;13.13;;13904;12777;315;EURO V;Si;Discrecional;Normal;;462895;2017-12-19 00:00:00;2539940;1;transvia;560;Diésel
211;T304;V0606AS;1980-07-11;1980-07-11;42;2;Transvia;8 CA 80368;2;0;0;0;;;;CITROEN;SIN ASIGNAR;;;;;;;;;;;TURISMO;;;;;0;1;transvia;;
212;T305;6962HZC;2014-09-05;2014-09-05;8;2;Transvia;WMARR4ZZ4EC019519;45;0;45;0;;No;No;MAN;SC7;SUSUNDEGUI;M3;III;13.95;;19050;12419;353;EURO VI;Si;Discrecional;Normal;;281182;2017-12-18 00:00:00;2354718;1;transvia;560;Diésel
213;T308;2948HZF;2014-09-15;2014-09-15;8;2;Transvia;YV3T2U827EA167950;47;0;39;8;No;No;No;VOLVO;i6 15.37;IRIZAR;M3;III;14.98;;16385;10837;345;EURO VI B;Si;Discrecional;Normal;;315408;2017-12-31 00:00:00;2379510;1;transvia;560;Diésel
214;T309;2351JCV;2015-02-25;2015-02-25;7;2;Transvia;WMARR4ZZ0EC019663;53;0;47;6;No;No;No;MAN;i6 15.37;IRIZAR;M3;III;14.98;;17371;12419;353;EURO VI B;Si;Discrecional;Normal;;284369;2017-12-12 00:00:00;2368291;1;transvia;560;Diésel
215;T319;5843JPN;2016-06-08;2016-06-08;6;2;Transvia;WMARR2ZZ7GC021286;39;0;33;6;No;No;No;MAN;i6 15.37;IRIZAR;M3;III;12.92;;14112;12419;353;EURO VI;Si;Discrecional;Normal;;142485;2017-11-16 00:00:00;2236657;1;transvia;560;Diésel
216;T322;9746JSV;2016-09-26;2016-09-26;6;2;Transvia;WMARR2ZZ9GC021905;49;0;47;2;No;No;No;MAN;i6 15.37;IRIZAR;M3;III;12.92;;14112;12419;324;EURO VI;Si;Discrecional;Normal;;110835;2017-12-13 00:00:00;2195705;1;transvia;560;Diésel
217;T323;9970JSV;2016-09-26;2016-09-26;6;2;Transvia;WMARR2ZZ3GC021897;49;0;47;2;No;No;No;MAN;i6 15.37;IRIZAR;M3;III;12.92;;14112;12419;324;EURO VI;Si;Discrecional;Normal;;124081;2017-12-14 00:00:00;2212415;1;transvia;560;Diésel
218;T328;8251JXF;2017-03-01;2017-03-01;5;2;Transvia;WF0HXXTTGHGS02177;17;0;17;0;;No;Si;FORD;TRANSIT BUS;FORD;M2;B;6.70;;3205;2198;114;EURO VI A;Si;Discrecional;Microbus;;35815;2017-10-11 00:00:00;125656;1;transvia;;Diésel
219;T329;2008JYG;2017-04-10;2017-04-10;5;2;Transvia;VS916AD00H1016816;39;0;33;6;No;Si;Si;DAF;i6 13.37;IRIZAR;M3;III;12.92;;14119;10837;320;EURO VI;Si;Discrecional;Normal;;56528;2017-12-18 00:00:00;2143405;1;transvia;560;Diésel
220;T333;7445KCY;2017-09-13;2017-09-13;5;2;Transvia;VS916AD00H1016823;39;0;33;6;Si;Si;Si;DAF;I6 13.35;IRIZAR;M3;III;12.92;;14650;10837;320;EURO VI;Si;Discrecional;Normal;;23385;2017-12-28 00:00:00;2118791;1;transvia;560;Diésel
221;ST334;7487KCY;2017-09-13;2017-09-13;4;2;Transvia;VS916AD00H1016813;57;;55;;;;;IRIZAR;i6 13,35;IRIZAR;;;;;;;;;;NORMAL;;;190274;2019-11-14 00:00:00;315307;1;transvia;;
222;T335;1157KDM;2017-10-05;2017-10-05;5;2;Transvia;WDB9061551N716489;19;0;19;0;;No;Si;MERCEDES BENZ;SPICA;MERCEDES BENZ;M3;B;7.74;;3900;2987;140;EURO VI C;Si;Discrecional;Microbus;;500;2017-10-10 00:00:00;2096611;1;transvia;560;Diésel
223;T336;1325KDM;2017-10-05;2017-10-05;5;2;Transvia;WDB9061551N716488;19;0;19;0;;No;Si;MERCEDES BENZ;SPICA;MERCEDES BENZ;M3;B;7.74;;3900;2987;140;EURO VI C;Si;Discrecional;Microbus;;2498;2017-10-24 00:00:00;1089626;1;transvia;560;Diésel
224;T339;5543KHP;2018-02-21;2018-02-21;4;2;Transvia;WMAR10ZZ3JT027444;59;0;59;0;;No;Si;MAN;LION'S COACH C;MAN;M3;III;13.09;;13435;12419;309;EURO VI C;Si;Discrecional;Normal;USO GENERAL;172895;2020-02-25 00:00:00;77070;1;transvia;560;Diésel
225;T340;8229KPF;2018-09-07;2018-09-07;4;2;Transvia;WMAR08ZZ5JT028743;45;0;45;0;;No;Si;MAN;LION'S COACH L;MAN;M3;III;13.90;;15202;12419;338;EURO VI C;Si;Discrecional;Normal;;120100;2020-03-06 00:00:00;8343;1;transvia;560;Diésel
226;T341;8361KPF;2018-09-07;2018-09-07;4;2;Transvia;WMAR10ZZ6KT029139;59;0;59;0;;No;Si;MAN;LION'S COACH C;MAN;M3;III;13.09;;13785;12419;338;EURO VI C;Si;Discrecional;Normal;;115293;2020-03-02 00:00:00;18250;1;transvia;560;Diésel
227;T343;2847KPS;2018-10-01;2018-10-01;4;2;Transvia;YV3T2U822KA192735;59;0;55;4;No;No;No;VOLVO;i6 15.37;IRIZAR;M3;III;14.98;;16385;10837;345;EURO VI B;Si;Discrecional;Normal;;125723;2020-02-08 00:00:00;1015337;1;transvia;560;Diésel
228;T346;2864CDJ;2003-01-15;2003-01-15;19;2;Transvia;YV3R6H1112A004343;55;0;55;0;Si;No;No;VOLVO;TOURING;NOGE;;II;12.00;;12450;7284;228;;No;Discrecional;Normal;;395258;2020-02-27 00:00:00;320262;1;transvia;;Diésel
229;T349;3654KWF;2019-04-11;2019-04-11;3;2;Transvia;VS916AD00J1016236;48;0;45;3;No;No;Si;DAF;i6 13.37;IRIZAR;M3;III;12.92;;13586;10837;320;EURO VI C;Si;Discrecional;Normal;;78147;2020-02-28 00:00:00;224988;1;transvia;560;Diésel
230;T352;8440CBC;2002-10-16;2002-10-16;20;2;Transvia;YV3R8G1192A001002;55;0;55;0;;No;No;VOLVO;ATLANTIS;AYATS;;II;12.85;;13640;12130;309;;No;Discrecional;Normal;DISCRECIONAL;157046;2020-03-06 00:00:00;247267;1;transvia;480 top;Diésel
231;T353;5900CBW;2002-11-14;2002-11-14;20;2;Transvia;WEB63416011000198;50;0;50;0;;No;No;MERCEDES BENZ;DCR;OBRADORS;;II;12.00;;13450;11967;310;;No;Discrecional;Normal;DISCRECIONAL;130514;2020-01-02 00:00:00;185889;1;transvia;480 top;Diésel
232;T354;6120CGK;2003-04-02;2003-04-02;18;2;Transvia;WMAA51ZZZ2S000207;54;0;54;0;;No;No;MAN;TOURING;NOGE;;II;12.00;;13040;11967;301;;No;Discrecional;Normal;DISCRECIONAL;262500;2020-03-13 00:00:00;271853;1;transvia;;Diésel
233;T355;4118CVX;2004-05-11;2004-05-11;18;2;Transvia;WEB63420011000205;23;0;14;9;Si;No;No;MERCEDES BENZ;TOURING;NOGE;;III;12.85;;13540;11967;310;;Si;Discrecional;Normal;DISCRECIONAL;782646;2020-03-13 00:00:00;312955;1;transvia;480 top;Diésel
